"""Datum""";"""alias""";"""timestamp""";"""value""";"""air_temperature""";;;;;;
22.09.2016 00:04;6;1.4745E+12;11;12.1;;;;;;
26.09.2016 04:08;7;1.47486E+12;12;13.8;;;;;;
26.09.2016 07:01;6;1.47487E+12;9;13;;;;;;
01.10.2016 22:49;7;1.47536E+12;11;15.5;;;;;;
10.10.2016 17:23;7;1.47612E+12;5;10.7;;;;;;
11.10.2016 10:30;7;1.47618E+12;11;8.1;;;;;;
16.10.2016 10:02;8;1.47661E+12;0;8.6;;;;;;
19.10.2016 00:12;7;1.47684E+12;2;11.1;;;;;;
20.10.2016 00:08;7;1.47692E+12;1;9.5;;;;;;
24.10.2016 21:35;6;1.47734E+12;5;11.8;;;;;;
27.10.2016 07:56;5;1.47755E+12;4;7.7;;;;;;
30.10.2016 13:41;5;1.47783E+12;4;10;;;;;;
05.11.2016 07:37;6;1.47833E+12;6;9.7;;;;;;
06.11.2016 14:21;6;1.47844E+12;7;5.3;;;;;;
07.11.2016 01:34;5;1.47848E+12;8;3.8;;;;;;
09.11.2016 01:54;5;1.47866E+12;10;3.8;;;;;;
13.11.2016 10:20;5;1.47903E+12;11;3.9;;;;;;
17.11.2016 20:29;6;1.47941E+12;11;9.4;;;;;;
25.11.2016 10:23;5;1.48007E+12;11;6.9;;;;;;
25.11.2016 15:05;6;1.48009E+12;9;7.6;;;;;;
27.11.2016 13:04;6;1.48025E+12;9;8.4;;;;;;
28.11.2016 22:25;5;1.48037E+12;10;-0.2;;;;;;
29.11.2016 20:24;5;1.48045E+12;7;-1.1;;;;;;
02.12.2016 13:15;7;1.48068E+12;9;5.3;;;;;;
04.12.2016 17:28;8;1.48087E+12;6;3.4;;;;;;
07.12.2016 14:50;6;1.48112E+12;9;0.2;;;;;;
08.12.2016 13:47;8;1.4812E+12;5;4;;;;;;
09.12.2016 16:58;8;1.4813E+12;2;5.3;;;;;;
09.12.2016 19:25;5;1.48131E+12;5;2.7;;;;;;
13.12.2016 19:57;6;1.48166E+12;2;1.5;;;;;;
17.12.2016 14:57;8;1.48199E+12;10;2.1;;;;;;
19.12.2016 12:33;7;1.48215E+12;12;4.4;;;;;;
25.12.2016 21:57;7;1.4827E+12;11;6.4;;;;;;
04.01.2017 07:44;5;1.48352E+12;5;0.5;;;;;;
05.01.2017 17:42;5;1.48364E+12;12;-1.7;;;;;;
10.01.2017 01:45;5;1.48401E+12;0;0.1;;;;;;
12.01.2017 06:45;8;1.4842E+12;12;6.3;;;;;;
20.01.2017 15:50;7;1.48493E+12;5;-3.7;;;;;;
20.01.2017 21:22;5;1.48495E+12;0;-4.6;;;;;;
24.01.2017 18:39;8;1.48528E+12;5;-4.3;;;;;;
25.01.2017 16:14;7;1.48536E+12;11;-5.5;;;;;;
29.01.2017 08:06;5;1.48568E+12;1;-1.9;;;;;;
02.02.2017 11:33;8;1.48604E+12;7;3.8;;;;;;
03.02.2017 03:13;7;1.48609E+12;8;4.1;;;;;;
04.02.2017 14:34;9;1.48622E+12;1;6;;;;;;
06.02.2017 20:21;6;1.48641E+12;11;3.3;;;;;;
07.02.2017 11:23;8;1.48647E+12;10;2.9;;;;;;
07.02.2017 18:19;8;1.48649E+12;11;3.2;;;;;;
09.02.2017 04:43;9;1.48662E+12;2;0.7;;;;;;
09.02.2017 05:03;5;1.48662E+12;5;0.7;;;;;;
09.02.2017 16:12;9;1.48666E+12;11;1.1;;;;;;
10.02.2017 22:27;6;1.48677E+12;3;0.2;;;;;;
14.02.2017 13:58;7;1.48708E+12;9;5.3;;;;;;
22.02.2017 22:30;7;1.4878E+12;8;8.3;;;;;;
07.03.2017 10:59;7;1.48888E+12;5;4.9;;;;;;
10.03.2017 01:36;6;1.48911E+12;10;8.9;;;;;;
12.03.2017 20:55;9;1.48935E+12;6;8.9;;;;;;
18.03.2017 20:02;5;1.48987E+12;4;9.3;;;;;;
22.03.2017 04:42;7;1.49016E+12;3;5.7;;;;;;
22.03.2017 15:52;9;1.4902E+12;6;6.7;;;;;;
30.03.2017 22:22;8;1.49091E+12;9;13.6;;;;;;
30.03.2017 22:25;9;1.49091E+12;7;13.6;;;;;;
04.04.2017 08:06;6;1.49129E+12;8;9.2;;;;;;
05.04.2017 18:21;9;1.49142E+12;7;13.4;;;;;;
06.04.2017 06:27;7;1.49146E+12;0;8.7;;;;;;
10.04.2017 08:10;7;1.49181E+12;5;12;;;;;;
17.04.2017 03:54;6;1.4924E+12;9;6.7;;;;;;
18.04.2017 14:05;6;1.49252E+12;4;7.2;;;;;;
30.04.2017 02:05;6;1.49352E+12;10;4.7;;;;;;
02.05.2017 15:38;7;1.49374E+12;2;14.1;;;;;;
09.05.2017 15:53;8;1.49435E+12;4;12.9;;;;;;
11.05.2017 23:30;5;1.49455E+12;10;16.6;;;;;;
12.05.2017 20:23;9;1.49462E+12;1;13.7;;;;;;
14.05.2017 07:54;7;1.49475E+12;10;13.6;;;;;;
15.05.2017 02:55;7;1.49482E+12;12;12.8;;;;;;
17.05.2017 01:03;8;1.49498E+12;5;15.5;;;;;;
22.05.2017 01:49;6;1.49542E+12;7;13;;;;;;
26.05.2017 15:01;5;1.49581E+12;4;25.1;;;;;;
27.05.2017 23:27;9;1.49593E+12;10;21.3;;;;;;
30.05.2017 06:11;7;1.49612E+12;10;19;;;;;;
01.06.2017 08:24;7;1.49631E+12;9;19.7;;;;;;
04.06.2017 01:17;9;1.49654E+12;11;17.1;;;;;;
05.06.2017 07:12;9;1.49665E+12;0;14.1;;;;;;
09.06.2017 17:45;8;1.49703E+12;11;23;;;;;;
10.06.2017 13:20;9;1.4971E+12;11;22.5;;;;;;
11.06.2017 19:43;7;1.49721E+12;8;29;;;;;;
15.06.2017 03:51;8;1.4975E+12;3;19.7;;;;;;
15.06.2017 23:18;6;1.49757E+12;6;20.3;;;;;;
18.06.2017 05:59;7;1.49777E+12;2;16.5;;;;;;
23.06.2017 10:40;6;1.49821E+12;12;28.5;;;;;;
30.06.2017 23:07;9;1.49886E+12;11;16.7;;;;;;
02.07.2017 02:25;7;1.49896E+12;10;16.1;;;;;;
03.07.2017 06:14;8;1.49906E+12;9;15;;;;;;
07.07.2017 05:33;8;1.49941E+12;7;23.2;;;;;;
08.07.2017 05:07;7;1.49949E+12;5;21.2;;;;;;
11.07.2017 05:40;5;1.49975E+12;11;18.2;;;;;;
11.07.2017 18:45;5;1.4998E+12;6;19.9;;;;;;
14.07.2017 08:16;9;1.50002E+12;8;16.7;;;;;;
17.07.2017 15:29;7;1.50031E+12;8;26.1;;;;;;
19.07.2017 06:37;6;1.50045E+12;7;18.9;;;;;;
20.07.2017 03:24;5;1.50052E+12;1;20.9;;;;;;
25.07.2017 07:47;9;1.50097E+12;0;15.1;;;;;;
02.08.2017 12:44;7;1.50168E+12;1;25.2;;;;;;
02.08.2017 18:57;6;1.5017E+12;8;28.8;;;;;;
09.08.2017 09:20;9;1.50227E+12;12;17;;;;;;
13.08.2017 19:13;6;1.50265E+12;11;23.8;;;;;;
14.08.2017 22:40;7;1.50275E+12;7;22.6;;;;;;
15.08.2017 02:15;5;1.50276E+12;9;19.4;;;;;;
15.08.2017 15:36;5;1.50281E+12;7;28;;;;;;
16.08.2017 12:19;9;1.50289E+12;4;22.2;;;;;;
25.08.2017 15:37;7;1.50368E+12;3;26.1;;;;;;
27.08.2017 19:59;9;1.50386E+12;7;23.8;;;;;;
02.09.2017 23:59;6;1.5044E+12;7;12.3;;;;;;
03.09.2017 10:22;8;1.50443E+12;9;13;;;;;;
12.09.2017 14:16;6;1.50523E+12;2;13.8;;;;;;
14.09.2017 02:09;8;1.50535E+12;5;21.1;;;;;;
15.09.2017 05:21;5;1.50545E+12;2;8.1;;;;;;
19.09.2017 23:36;8;1.50586E+12;7;11;;;;;;
20.09.2017 05:14;8;1.50588E+12;1;10.7;;;;;;
24.09.2017 04:46;7;1.50623E+12;12;13.9;;;;;;
24.09.2017 08:29;7;1.50624E+12;8;12.5;;;;;;
05.10.2017 07:17;6;1.50719E+12;10;10.4;;;;;;
10.10.2017 04:54;5;1.50761E+12;3;8;;;;;;
10.10.2017 09:10;5;1.50763E+12;7;9.1;;;;;;
13.10.2017 09:23;5;1.50789E+12;12;12.6;;;;;;
13.10.2017 12:17;6;1.5079E+12;4;15.2;;;;;;
13.10.2017 19:28;6;1.50792E+12;1;17.4;;;;;;
14.10.2017 22:01;5;1.50802E+12;9;14.1;;;;;;
15.10.2017 17:41;5;1.50809E+12;0;19.9;;;;;;
18.10.2017 17:01;8;1.50835E+12;5;19.2;;;;;;
20.10.2017 05:07;9;1.50848E+12;5;10.8;;;;;;
23.10.2017 06:54;9;1.50874E+12;1;8.3;;;;;;
24.10.2017 08:06;8;1.50883E+12;7;9.2;;;;;;
27.10.2017 08:12;6;1.50909E+12;11;13.2;;;;;;
27.10.2017 11:17;5;1.5091E+12;4;14.4;;;;;;
31.10.2017 09:38;8;1.50944E+12;10;5.2;;;;;;
31.10.2017 10:29;5;1.50945E+12;3;6;;;;;;
01.11.2017 20:36;8;1.50957E+12;0;7.9;;;;;;
03.11.2017 22:46;7;1.50975E+12;6;8.9;;;;;;
08.11.2017 05:28;5;1.51012E+12;1;5.9;;;;;;
09.11.2017 09:58;8;1.51022E+12;8;6.3;;;;;;
10.11.2017 09:42;5;1.51031E+12;6;6.8;;;;;;
21.11.2017 02:14;5;1.51123E+12;0;7.6;;;;;;
23.11.2017 04:05;9;1.51141E+12;9;2.4;;;;;;
24.11.2017 16:24;6;1.51154E+12;10;13.6;;;;;;
26.11.2017 05:49;8;1.51168E+12;12;2.6;;;;;;
05.12.2017 03:15;5;1.51244E+12;10;3.6;;;;;;
05.12.2017 15:30;5;1.51249E+12;4;5.6;;;;;;
05.12.2017 18:25;8;1.5125E+12;9;2.5;;;;;;
08.12.2017 15:19;7;1.51275E+12;9;3;;;;;;
08.12.2017 17:40;9;1.51275E+12;8;2.7;;;;;;
12.12.2017 05:08;7;1.51306E+12;3;4.1;;;;;;
16.12.2017 21:02;7;1.51346E+12;2;2.8;;;;;;
17.12.2017 14:01;9;1.51352E+12;7;2.4;;;;;;
18.12.2017 07:26;7;1.51358E+12;4;-0.5;;;;;;
18.12.2017 22:27;9;1.51364E+12;5;2;;;;;;
25.12.2017 20:33;5;1.51423E+12;5;0.8;;;;;;
02.01.2018 08:34;8;1.51488E+12;8;4.4;;;;;;
04.01.2018 17:55;5;1.51509E+12;4;12.6;;;;;;
11.01.2018 12:46;5;1.51567E+12;5;7.7;;;;;;
13.01.2018 12:58;9;1.51585E+12;10;4.8;;;;;;
14.01.2018 05:56;6;1.51591E+12;9;-1.1;;;;;;
20.01.2018 16:29;8;1.51647E+12;10;4.8;;;;;;
22.01.2018 03:00;5;1.51659E+12;6;3.5;;;;;;
23.01.2018 13:17;8;1.51671E+12;6;6.2;;;;;;
27.01.2018 18:56;9;1.51708E+12;12;6.9;;;;;;
29.01.2018 18:08;9;1.51725E+12;6;7.7;;;;;;
30.01.2018 14:01;6;1.51732E+12;10;9.8;;;;;;
31.01.2018 06:58;8;1.51738E+12;5;6.1;;;;;;
01.02.2018 19:50;9;1.51751E+12;1;3.8;;;;;;
02.02.2018 08:15;5;1.51756E+12;5;1.7;;;;;;
07.02.2018 00:36;9;1.51796E+12;12;-0.9;;;;;;
08.02.2018 22:22;5;1.51813E+12;2;1.4;;;;;;
10.02.2018 12:09;7;1.51826E+12;4;1.7;;;;;;
10.02.2018 16:44;6;1.51828E+12;9;2.5;;;;;;
15.02.2018 09:42;7;1.51869E+12;8;0;;;;;;
20.02.2018 01:53;6;1.51909E+12;0;1.1;;;;;;
21.02.2018 04:35;7;1.51919E+12;0;-0.9;;;;;;
25.02.2018 01:59;6;1.51952E+12;0;-2.4;;;;;;
26.02.2018 05:42;6;1.51962E+12;10;-8.3;;;;;;
01.03.2018 07:50;6;1.51989E+12;10;-6.5;;;;;;
03.03.2018 03:06;9;1.52005E+12;4;-1.3;;;;;;
03.03.2018 09:59;7;1.52007E+12;2;0;;;;;;
13.03.2018 07:03;6;1.52092E+12;8;7.3;;;;;;
20.03.2018 10:46;9;1.52154E+12;3;-0.2;;;;;;
25.03.2018 14:56;6;1.52199E+12;10;12.8;;;;;;
26.03.2018 19:37;9;1.52209E+12;8;6.6;;;;;;
02.04.2018 21:29;9;1.5227E+12;6;10.4;;;;;;
12.04.2018 06:18;7;1.52351E+12;1;9.4;;;;;;
21.04.2018 04:14;7;1.52428E+12;3;12.9;;;;;;
21.04.2018 15:40;9;1.52433E+12;4;21.3;;;;;;
21.04.2018 20:16;7;1.52434E+12;11;22.8;;;;;;
25.04.2018 20:31;7;1.52469E+12;2;19.4;;;;;;
27.04.2018 04:49;9;1.5248E+12;12;9.1;;;;;;
27.04.2018 07:14;7;1.52481E+12;5;8.2;;;;;;
06.05.2018 18:44;9;1.52563E+12;6;24.8;;;;;;
07.05.2018 05:26;9;1.52567E+12;2;12.9;;;;;;
09.05.2018 06:09;9;1.52585E+12;0;12.6;;;;;;
10.05.2018 11:15;5;1.52595E+12;2;13.4;;;;;;
10.05.2018 16:58;8;1.52597E+12;7;13;;;;;;
11.05.2018 18:11;6;1.52606E+12;2;20.3;;;;;;
12.05.2018 12:39;5;1.52613E+12;4;20.6;;;;;;
15.05.2018 09:31;9;1.52638E+12;7;11.9;;;;;;
15.05.2018 15:01;7;1.5264E+12;12;13.7;;;;;;
19.05.2018 19:05;8;1.52676E+12;8;18.1;;;;;;
21.05.2018 22:28;8;1.52694E+12;0;17;;;;;;
22.05.2018 14:27;6;1.527E+12;12;21.2;;;;;;
24.05.2018 18:01;6;1.52718E+12;11;23.3;;;;;;
26.05.2018 16:29;5;1.52735E+12;3;26.3;;;;;;
27.05.2018 07:15;7;1.52741E+12;11;18.1;;;;;;
28.05.2018 02:27;9;1.52747E+12;8;19.7;;;;;;
28.05.2018 03:06;6;1.52748E+12;8;19.3;;;;;;
01.06.2018 07:29;7;1.52784E+12;8;17.5;;;;;;
01.06.2018 11:17;8;1.52785E+12;4;20.7;;;;;;
01.06.2018 22:15;9;1.52789E+12;12;18.9;;;;;;
09.06.2018 19:39;9;1.52857E+12;7;25.1;;;;;;
13.06.2018 15:51;9;1.52891E+12;2;14.7;;;;;;
14.06.2018 04:02;8;1.52895E+12;8;11.2;;;;;;
16.06.2018 17:28;7;1.52917E+12;4;24.5;;;;;;
17.06.2018 09:29;8;1.52923E+12;2;19.6;;;;;;
23.06.2018 13:59;5;1.52976E+12;1;19.4;;;;;;
01.07.2018 02:30;9;1.53041E+12;3;22.1;;;;;;
03.07.2018 10:02;7;1.53061E+12;7;19;;;;;;
06.07.2018 22:26;9;1.53092E+12;1;18.7;;;;;;
09.07.2018 06:44;7;1.53112E+12;8;17.5;;;;;;
14.07.2018 13:09;9;1.53157E+12;5;25.6;;;;;;
15.07.2018 05:22;9;1.53163E+12;8;19.8;;;;;;
16.07.2018 00:18;7;1.5317E+12;9;19.2;;;;;;
19.07.2018 23:56;5;1.53204E+12;5;23.3;;;;;;
22.07.2018 04:14;6;1.53223E+12;5;17.8;;;;;;
22.07.2018 22:49;5;1.5323E+12;5;19.9;;;;;;
27.07.2018 07:42;5;1.53268E+12;0;21.3;;;;;;
29.07.2018 21:25;8;1.5329E+12;2;27.6;;;;;;
02.08.2018 14:47;8;1.53322E+12;11;28.1;;;;;;
03.08.2018 07:17;5;1.53328E+12;0;22.4;;;;;;
05.08.2018 00:52;5;1.53343E+12;7;25.6;;;;;;
07.08.2018 16:45;5;1.53366E+12;4;29.3;;;;;;
07.08.2018 19:47;5;1.53367E+12;7;30.2;;;;;;
08.08.2018 10:49;9;1.53373E+12;2;21.6;;;;;;
13.08.2018 18:47;8;1.53419E+12;4;22.8;;;;;;
19.08.2018 06:30;9;1.53466E+12;2;18.5;;;;;;
22.08.2018 22:30;7;1.53498E+12;8;24.6;;;;;;
04.09.2018 13:58;5;1.53607E+12;10;21.4;;;;;;
06.09.2018 11:28;7;1.53623E+12;0;20.8;;;;;;
12.09.2018 08:55;5;1.53674E+12;8;17.7;;;;;;
15.09.2018 16:13;8;1.53703E+12;11;22.3;;;;;;
16.09.2018 09:29;9;1.53709E+12;1;15.1;;;;;;
17.09.2018 23:17;7;1.53723E+12;1;19.2;;;;;;
20.09.2018 01:08;9;1.53741E+12;10;18.4;;;;;;
23.09.2018 06:23;8;1.53768E+12;6;19.1;;;;;;
30.09.2018 09:11;6;1.5383E+12;2;11.4;;;;;;
01.10.2018 15:05;9;1.53841E+12;6;11.2;;;;;;
02.10.2018 23:02;5;1.53852E+12;3;12.4;;;;;;
05.10.2018 14:45;5;1.53875E+12;10;18.7;;;;;;
06.10.2018 07:07;5;1.53881E+12;10;12;;;;;;
06.10.2018 11:05;9;1.53882E+12;10;15.2;;;;;;
08.10.2018 14:48;8;1.53901E+12;7;15.9;;;;;;
11.10.2018 09:38;6;1.53925E+12;0;14.3;;;;;;
11.10.2018 14:57;5;1.53927E+12;10;16.9;;;;;;
12.10.2018 20:31;9;1.53938E+12;8;17.4;;;;;;
15.10.2018 00:00;8;1.53956E+12;2;12.6;;;;;;
16.10.2018 18:36;9;1.53971E+12;5;21;;;;;;
21.10.2018 16:42;9;1.54014E+12;8;16.1;;;;;;
23.10.2018 13:43;7;1.5403E+12;2;12.2;;;;;;
25.10.2018 18:54;7;1.54049E+12;8;16.2;;;;;;
28.10.2018 04:06;9;1.5407E+12;10;3;;;;;;
02.11.2018 18:06;5;1.54118E+12;2;11.7;;;;;;
04.11.2018 12:35;8;1.54133E+12;1;10.8;;;;;;
06.11.2018 02:30;6;1.54147E+12;12;7.6;;;;;;
07.11.2018 12:33;9;1.54159E+12;0;13.3;;;;;;
08.11.2018 10:52;7;1.54167E+12;3;12.1;;;;;;
11.11.2018 19:18;6;1.54196E+12;12;12.1;;;;;;
13.11.2018 06:50;6;1.54209E+12;4;8.9;;;;;;
13.11.2018 17:51;5;1.54213E+12;6;10.7;;;;;;
14.11.2018 00:24;7;1.54216E+12;10;9;;;;;;
17.11.2018 05:04;9;1.54243E+12;10;4.1;;;;;;
20.11.2018 03:34;5;1.54268E+12;5;0.7;;;;;;
21.11.2018 02:01;5;1.54277E+12;10;-0.5;;;;;;
21.11.2018 04:56;6;1.54278E+12;11;0.8;;;;;;
22.11.2018 00:38;9;1.54285E+12;7;2.4;;;;;;
22.11.2018 09:52;6;1.54288E+12;12;2.7;;;;;;
01.12.2018 13:43;6;1.54367E+12;9;8.9;;;;;;
05.12.2018 00:20;5;1.54397E+12;1;7.2;;;;;;
08.12.2018 22:09;6;1.54431E+12;0;9;;;;;;
12.12.2018 22:38;6;1.54465E+12;2;1.2;;;;;;
19.12.2018 02:55;5;1.54519E+12;1;0.8;;;;;;
19.12.2018 19:30;7;1.54525E+12;10;4.2;;;;;;
20.12.2018 02:39;9;1.54527E+12;10;5.3;;;;;;
22.12.2018 17:35;8;1.5455E+12;4;11.4;;;;;;
23.12.2018 19:34;6;1.54559E+12;5;11;;;;;;
26.12.2018 00:17;9;1.54578E+12;8;0.8;;;;;;
29.12.2018 10:18;6;1.54608E+12;6;2;;;;;;
03.01.2019 12:27;6;1.54652E+12;0;1.7;;;;;;
06.01.2019 10:30;8;1.54677E+12;9;2.9;;;;;;
08.01.2019 18:17;6;1.54697E+12;5;4.7;;;;;;
09.01.2019 20:51;5;1.54707E+12;11;0.3;;;;;;
16.01.2019 23:12;5;1.54768E+12;11;6.8;;;;;;
22.01.2019 20:52;9;1.54819E+12;3;-0.6;;;;;;
23.01.2019 23:57;5;1.54829E+12;7;-1;;;;;;
24.01.2019 16:25;9;1.54835E+12;10;-0.4;;;;;;
24.01.2019 17:04;7;1.54835E+12;8;-0.5;;;;;;
25.01.2019 16:53;6;1.54844E+12;1;1.4;;;;;;
26.01.2019 02:47;8;1.54847E+12;5;0.4;;;;;;
26.01.2019 13:04;7;1.54851E+12;9;1.7;;;;;;
27.01.2019 00:39;7;1.54855E+12;6;2.6;;;;;;
02.02.2019 00:25;5;1.54907E+12;9;2.6;;;;;;
08.02.2019 07:19;6;1.54961E+12;10;0.6;;;;;;
15.02.2019 14:42;5;1.55024E+12;7;7.7;;;;;;
15.02.2019 15:16;5;1.55024E+12;10;7.9;;;;;;
22.02.2019 04:28;9;1.55081E+12;6;6;;;;;;
25.02.2019 04:36;7;1.55107E+12;1;1.9;;;;;;
26.02.2019 07:07;6;1.55116E+12;12;1.8;;;;;;
01.03.2019 12:14;7;1.55144E+12;3;7.8;;;;;;
09.03.2019 02:34;5;1.5521E+12;7;6.4;;;;;;
13.03.2019 08:01;5;1.55246E+12;3;5.1;;;;;;
13.03.2019 12:46;7;1.55248E+12;11;4.1;;;;;;
16.03.2019 09:49;6;1.55273E+12;1;11.5;;;;;;
17.03.2019 22:34;6;1.55286E+12;5;4.6;;;;;;
19.03.2019 10:41;8;1.55299E+12;3;3.9;;;;;;
20.03.2019 06:25;7;1.55306E+12;2;-0.4;;;;;;
22.03.2019 03:20;8;1.55322E+12;10;2.7;;;;;;
25.03.2019 12:28;9;1.55352E+12;0;9.6;;;;;;
27.03.2019 07:57;7;1.55367E+12;12;4.3;;;;;;
30.03.2019 00:22;8;1.55391E+12;8;7.2;;;;;;
30.03.2019 22:32;6;1.55399E+12;2;9.3;;;;;;
10.04.2019 12:39;8;1.5549E+12;12;10.1;;;;;;
15.04.2019 16:55;8;1.55535E+12;5;13.6;;;;;;
15.04.2019 21:41;9;1.55536E+12;10;9.7;;;;;;
19.04.2019 01:53;5;1.55564E+12;5;10.6;;;;;;
01.05.2019 15:01;7;1.55672E+12;7;16.9;;;;;;
02.05.2019 03:42;9;1.55677E+12;9;7.9;;;;;;
06.05.2019 03:04;8;1.55711E+12;5;3.2;;;;;;
09.05.2019 07:09;7;1.55739E+12;11;6.8;;;;;;
10.05.2019 15:05;5;1.5575E+12;3;14.6;;;;;;
10.05.2019 15:59;7;1.5575E+12;1;14.5;;;;;;
14.05.2019 03:40;6;1.55781E+12;4;7.1;;;;;;
15.05.2019 07:53;7;1.55791E+12;6;6.5;;;;;;
16.05.2019 18:54;6;1.55803E+12;8;14.7;;;;;;
18.05.2019 14:33;5;1.55819E+12;5;16.5;;;;;;
19.05.2019 21:47;6;1.5583E+12;1;13.6;;;;;;
24.05.2019 07:44;5;1.55868E+12;12;13.2;;;;;;
28.05.2019 06:20;5;1.55902E+12;5;14.5;;;;;;
08.06.2019 04:08;9;1.55997E+12;9;14.9;;;;;;
08.06.2019 10:42;9;1.55999E+12;3;16.7;;;;;;
09.06.2019 22:00;9;1.56012E+12;6;15.8;;;;;;
12.06.2019 03:30;5;1.56031E+12;1;14.7;;;;;;
13.06.2019 17:17;5;1.56045E+12;9;22.7;;;;;;
18.06.2019 04:38;5;1.56083E+12;3;16.7;;;;;;
21.06.2019 21:19;8;1.56115E+12;5;21.3;;;;;;
24.06.2019 17:52;8;1.5614E+12;5;30.7;;;;;;
26.06.2019 13:57;8;1.56156E+12;9;28.4;;;;;;
27.06.2019 09:50;8;1.56163E+12;12;26.1;;;;;;
28.06.2019 10:27;6;1.56172E+12;2;26;;;;;;
01.07.2019 22:36;5;1.56202E+12;8;26.5;;;;;;
04.07.2019 03:45;9;1.56221E+12;1;19.4;;;;;;
04.07.2019 15:18;8;1.56225E+12;3;27.3;;;;;;
04.07.2019 20:35;5;1.56227E+12;7;27.1;;;;;;
05.07.2019 11:57;6;1.56233E+12;1;26;;;;;;
08.07.2019 15:23;7;1.5626E+12;11;22.8;;;;;;
09.07.2019 05:30;9;1.56265E+12;0;16.1;;;;;;
10.07.2019 15:54;7;1.56277E+12;6;22.4;;;;;;
14.07.2019 12:21;5;1.56311E+12;9;21.4;;;;;;
18.07.2019 23:41;9;1.56349E+12;12;22.4;;;;;;
22.07.2019 06:42;8;1.56378E+12;10;19.8;;;;;;
22.07.2019 08:46;6;1.56379E+12;8;23.4;;;;;;
23.07.2019 23:34;8;1.56392E+12;5;25.6;;;;;;
26.07.2019 15:43;9;1.56416E+12;8;31.9;;;;;;
02.08.2019 21:58;6;1.56478E+12;10;21.1;;;;;;
10.08.2019 09:25;8;1.56543E+12;9;18.4;;;;;;
11.08.2019 00:00;8;1.56548E+12;0;20.1;;;;;;
11.08.2019 07:08;5;1.56551E+12;12;16.1;;;;;;
11.08.2019 07:27;9;1.56551E+12;6;16.4;;;;;;
12.08.2019 01:20;9;1.56557E+12;10;17.1;;;;;;
12.08.2019 17:59;7;1.56563E+12;10;19.6;;;;;;
13.08.2019 12:51;9;1.5657E+12;3;17.5;;;;;;
14.08.2019 04:23;8;1.56576E+12;5;13.7;;;;;;
26.08.2019 11:53;9;1.56682E+12;8;22;;;;;;
27.08.2019 17:18;5;1.56693E+12;11;28.2;;;;;;
29.08.2019 23:04;6;1.56712E+12;11;20.3;;;;;;
05.09.2019 10:26;9;1.56768E+12;3;17.7;;;;;;
06.09.2019 02:47;6;1.56774E+12;8;13.2;;;;;;
13.09.2019 00:58;8;1.56834E+12;9;15.6;;;;;;
13.09.2019 06:00;6;1.56835E+12;6;13.4;;;;;;
15.09.2019 17:21;5;1.56857E+12;6;24.7;;;;;;
19.09.2019 02:01;6;1.56886E+12;12;12.6;;;;;;
19.09.2019 22:58;9;1.56893E+12;7;12.8;;;;;;
21.09.2019 06:23;9;1.56905E+12;7;8.9;;;;;;
28.09.2019 23:02;7;1.56971E+12;3;14.6;;;;;;
03.10.2019 11:43;9;1.5701E+12;10;11;;;;;;
06.10.2019 12:29;8;1.57036E+12;5;13.4;;;;;;
08.10.2019 07:44;7;1.57052E+12;0;10.9;;;;;;
09.10.2019 10:42;6;1.57062E+12;8;11.9;;;;;;
13.10.2019 08:00;7;1.57095E+12;11;13;;;;;;
14.10.2019 03:10;7;1.57102E+12;12;12.7;;;;;;
16.10.2019 00:23;8;1.57119E+12;3;11.6;;;;;;
16.10.2019 02:53;6;1.57119E+12;7;11.6;;;;;;
17.10.2019 12:43;9;1.57132E+12;7;15.6;;;;;;
24.10.2019 09:41;7;1.57191E+12;9;14;;;;;;
26.10.2019 13:37;5;1.5721E+12;12;13.5;;;;;;
28.10.2019 08:22;6;1.57225E+12;4;13.6;;;;;;
03.11.2019 10:58;5;1.57278E+12;9;11.1;;;;;;
11.11.2019 02:51;7;1.57344E+12;6;3.3;;;;;;
12.11.2019 19:28;8;1.57359E+12;12;6.1;;;;;;
19.11.2019 06:42;8;1.57415E+12;3;2.1;;;;;;
20.11.2019 13:35;6;1.57426E+12;6;6.4;;;;;;
23.11.2019 00:10;6;1.57447E+12;12;3.8;;;;;;
23.11.2019 12:47;8;1.57451E+12;3;7.1;;;;;;
25.11.2019 03:53;8;1.57465E+12;9;7;;;;;;
29.11.2019 02:15;8;1.57499E+12;3;9.8;;;;;;
02.12.2019 21:13;8;1.57532E+12;10;1.8;;;;;;
19.12.2019 09:14;7;1.57675E+12;4;4.8;;;;;;
19.12.2019 23:57;9;1.5768E+12;6;4.9;;;;;;
23.12.2019 08:45;7;1.57709E+12;5;6.5;;;;;;
23.12.2019 11:15;5;1.5771E+12;7;6.8;;;;;;
23.12.2019 22:53;5;1.57714E+12;12;6.5;;;;;;
24.12.2019 00:36;5;1.57715E+12;12;6.6;;;;;;
26.12.2019 00:20;6;1.57732E+12;11;5.5;;;;;;
30.12.2019 03:51;8;1.57768E+12;1;-1.7;;;;;;
30.12.2019 05:47;6;1.57768E+12;6;-0.8;;;;;;
04.01.2020 23:45;8;1.57818E+12;4;4.4;;;;;;
05.01.2020 04:30;5;1.5782E+12;3;2.4;;;;;;
05.01.2020 14:58;6;1.57824E+12;8;7.9;;;;;;
08.01.2020 07:10;6;1.57847E+12;5;0.7;;;;;;
10.01.2020 21:05;9;1.57869E+12;10;8.9;;;;;;
